loss,acc,time
2.4342724758976946,0.1,137.85767769813538
2.180897659767931,0.1467,127.13984537124634
1.9353705221852555,0.2479,128.99997305870056
1.6753040140810105,0.3656,128.33784818649292
1.397343595378315,0.5152,133.1871531009674
1.2011968129739974,0.5841,143.38744401931763
1.059868667834102,0.6334,122.48291325569153
0.9806100915605649,0.6696,126.45586514472961
0.887244311670145,0.7034,127.70278859138489
0.8473743584971077,0.7213,133.40144038200378
0.8129753550877586,0.7414,126.88366651535034
0.8037279132075204,0.7491,127.32550024986267
0.7965192361095081,0.7551,127.02274990081787
0.7533880963493079,0.7665,127.20410537719727
0.7819318969885762,0.7655,134.67484164237976
0.7773092246284119,0.7768,132.73644018173218
0.7886071432227144,0.7795,125.61244106292725
0.7675527212814021,0.781,125.23238754272461
0.790280777520646,0.7845,128.7642011642456
0.7698102742909624,0.7872,127.95452117919922
