loss,acc,time_local_train,time_calc_mask,time_agg_mask,time_agg_update,time_enc,time_dec,eps
9166086270.569105,0.09554140127388536,50.51303815841675,51.42798066139221,6.009451389312744,6.8323493003845215,47.309744119644165,14.201547861099243,
10.67681220334735,0.10420382165605095,52.38048267364502,41.88287711143494,5.822131872177124,6.0890984535217285,46.04272723197937,12.978943109512329,
2.465628711673302,0.15388535031847134,53.43977451324463,41.463114500045776,5.315194845199585,5.414218425750732,38.89518904685974,11.714204549789429,
2.6523410985624887,0.20636942675159237,50.965182304382324,37.181102991104126,8.46816635131836,4.936095714569092,42.91774368286133,10.8845853805542,
2.182533255437525,0.270828025477707,51.6702938079834,36.657708406448364,5.529742956161499,4.5834550857543945,36.783103942871094,10.531562805175781,
2.3152358466532172,0.2845859872611465,51.38601779937744,38.182223320007324,7.04123854637146,5.829815149307251,38.675328493118286,10.023505926132202,
2.2642636078644576,0.2736305732484076,52.29795289039612,40.3283007144928,5.9937498569488525,3.70469331741333,30.4597327709198,8.88001036643982,
1.9873833336481235,0.332484076433121,52.35490322113037,36.585384130477905,5.3456056118011475,3.366438865661621,30.150429487228394,8.350712060928345,
2.107336121846021,0.2894267515923567,52.967382192611694,35.56025576591492,5.339832544326782,3.031648874282837,31.589349269866943,7.895572662353516,
1.77716492903911,0.40382165605095544,51.81516909599304,36.01723504066467,5.359654188156128,2.800931215286255,27.03140640258789,7.4823267459869385,
2.4001073309076513,0.2929936305732484,53.35105347633362,36.28665590286255,5.624372720718384,2.5448567867279053,24.76076102256775,6.9798362255096436,
4.2896484569078535,0.19490445859872613,51.59309411048889,36.202757358551025,5.389874219894409,2.3688580989837646,22.227295398712158,7.217644453048706,
7.488399481627999,0.1464968152866242,51.47187042236328,34.44001221656799,6.891587018966675,2.1190972328186035,23.574532508850098,6.314321994781494,
9.94975538019515,0.10420382165605095,51.00572848320007,33.19425892829895,5.108717441558838,2.006486415863037,19.432220935821533,6.042418479919434,
9.87584809525832,0.16331210191082804,51.977721214294434,36.36938953399658,5.278176307678223,1.7721214294433594,19.735888481140137,5.860646963119507,
6.149504713290106,0.20203821656050955,52.229921102523804,34.83194327354431,5.857170581817627,1.649867296218872,18.471702098846436,5.573075771331787,
4.936108836555869,0.20076433121019108,51.55378866195679,36.44200944900513,5.877989053726196,1.5198118686676025,17.596782684326172,5.573519945144653,
4.755326638619105,0.19031847133757962,49.74848985671997,37.117157220840454,6.968646764755249,1.377683401107788,15.770452737808228,5.1753129959106445,
5.000299584393094,0.13070063694267517,52.797823429107666,34.01382231712341,4.9044694900512695,1.7225124835968018,19.131258964538574,7.021714687347412,
7.262745327036071,0.11490445859872611,50.730138063430786,32.63989520072937,5.479293346405029,1.1985454559326172,15.523944854736328,4.919555425643921,
