loss,acc,time
2.409100984232113,0.1,126.42076563835144
2.155804770823104,0.1493,129.39750909805298
1.727497382666737,0.3338,137.42468094825745
1.5292249445717174,0.4249,132.49985599517822
1.2731626641255218,0.546,132.18657183647156
1.1476283991298737,0.599,132.57615494728088
1.0140089072739353,0.6479,131.4880087375641
0.9390050402274147,0.6758,136.74205350875854
0.878706304124369,0.7051,134.94491004943848
0.8318482026124534,0.7244,127.72735142707825
0.808818386385616,0.7403,130.02253913879395
0.7972819517119624,0.7526,131.72855925559998
0.7851690037753254,0.7585,133.46559834480286
0.7673538629048929,0.7697,134.91519570350647
0.7774337407308646,0.7676,131.02762818336487
0.7764630967054885,0.778,129.86314630508423
0.7614173604467045,0.7818,133.3001263141632
0.7659515261459655,0.7842,133.96174716949463
0.7604948681669114,0.7858,131.45000433921814
0.7952148537047374,0.7924,123.05894732475281
