loss,acc,time
3.032438347494699,0.10114649681528662,48.685349225997925
2.681191621757135,0.1505732484076433,49.202157735824585
1.9672317960397985,0.31363057324840765,51.01860785484314
1.605934315096072,0.4629299363057325,51.337388038635254
1.5012356806092146,0.5003821656050955,48.03726410865784
1.3728892950992273,0.5439490445859873,47.531115770339966
1.2875252133462487,0.5831847133757961,52.31623697280884
1.2781374721023124,0.5729936305732484,48.137089252471924
1.1908382334844854,0.6165605095541401,47.58834624290466
1.0846239013400505,0.6466242038216561,49.70478272438049
1.0446780963641842,0.6647133757961784,47.42643713951111
1.0433564602844114,0.660891719745223,51.05089473724365
0.972821537556687,0.6840764331210191,47.086488246917725
0.9581075371280918,0.6907006369426751,48.38118934631348
0.9685611310528546,0.6792356687898089,52.874563694000244
0.9327473109815179,0.695031847133758,46.94632411003113
0.9086349434484311,0.7067515923566879,50.067442178726196
0.877438259682035,0.7105732484076434,50.4443781375885
0.8726111651678395,0.710828025477707,47.453428983688354
0.8290391174273762,0.7414012738853503,52.95972657203674
