loss,acc,time
2.633162770814043,0.1602547770700637,46.754841566085815
2.4853932687906717,0.1867515923566879,50.46943664550781
2.0587370589496645,0.2736305732484076,47.75952649116516
1.72731179677374,0.3994904458598726,49.14285683631897
1.5348529270509395,0.49019108280254775,46.67632818222046
1.4270128799163229,0.5151592356687898,46.683786153793335
1.3190073470274608,0.5676433121019109,48.21466827392578
1.215603045816344,0.6040764331210191,47.081878662109375
1.2212532867745656,0.5982165605095542,50.23254632949829
1.1580189290812346,0.6270063694267516,45.871333837509155
1.0788046034370982,0.6494267515923566,51.33867335319519
1.0683245283316791,0.6557961783439491,46.824856996536255
0.9778923823581478,0.6815286624203821,48.14613389968872
0.9687000818368865,0.6787261146496816,51.55648374557495
0.9376578665361172,0.6945222929936306,45.96745944023132
0.883599244482149,0.7182165605095542,46.96641230583191
0.9169620910311133,0.7003821656050956,51.20738124847412
0.8706165365571898,0.7194904458598727,48.50468730926514
0.8477295419064964,0.7228025477707006,49.057740688323975
0.8051390169354958,0.7319745222929936,46.61717987060547
