loss,acc,time_local_train,time_calc_mask,time_agg_mask,time_agg_update,time_enc,time_dec,eps
6.01239984549158,0.1067515923566879,49.65035629272461,46.303277015686035,6.106220722198486,2.547807455062866,26.726253986358643,8.20369839668274,1.3900484436985652
2.611208109836268,0.10063694267515924,59.734986543655396,37.981377601623535,5.67620062828064,2.733185291290283,26.8495090007782,8.8484206199646,2.0353604352944443
2.1005882068378168,0.25605095541401274,68.24774217605591,38.91021013259888,5.58196759223938,2.5365917682647705,24.92595601081848,7.647102355957031,2.5492557581996818
1.862855599663122,0.34547770700636943,64.43590974807739,40.10891389846802,6.99019718170166,2.4931881427764893,26.535107851028442,7.812134265899658,2.9942562541713498
1.809399941587836,0.40764331210191085,63.50911998748779,37.069005489349365,6.587145805358887,2.9459354877471924,28.350776195526123,9.155738115310669,3.3948670311158837
1.8034808020281599,0.4045859872611465,58.18299412727356,38.245842933654785,6.4356606006622314,2.916092872619629,27.0142822265625,8.445301532745361,3.7637538510020474
1.6357474668723782,0.45222929936305734,66.43662786483765,35.91188073158264,5.496684789657593,2.5339419841766357,26.359647750854492,9.145470142364502,4.108485013965674
1.640234261024289,0.4527388535031847,69.83095502853394,40.299206495285034,6.879886865615845,3.001939535140991,28.851312398910522,8.629329681396484,4.434015036006476
1.3623471759199126,0.5630573248407643,65.20210528373718,43.30860114097595,7.141376733779907,3.1330018043518066,29.419864177703857,10.044614315032959,4.743798981840028
1.3155151288199232,0.5681528662420382,63.27430033683777,41.011852502822876,6.619787931442261,3.2826168537139893,29.41189193725586,9.922436714172363,5.04036104242687
1.3822437389110163,0.5594904458598726,60.36970853805542,38.89014410972595,8.000604152679443,2.9339025020599365,32.187933921813965,10.902364015579224,5.3256124771961755
1.238984275881837,0.5989808917197452,71.11213564872742,47.65925884246826,8.420613527297974,3.3497209548950195,32.707895040512085,17.318822622299194,5.6010420972360535
1.2254105004353253,0.5977070063694268,71.3059720993042,47.92448616027832,8.791531801223755,3.494757652282715,34.46216320991516,15.653529167175293,5.867836714072224
1.197907028159475,0.6030573248407644,71.59406661987305,45.53756141662598,9.430371761322021,3.5403499603271484,33.212668895721436,15.315619945526123,6.126960687096197
1.218170250576686,0.6244585987261146,65.02888917922974,48.70621728897095,9.657223463058472,3.3044135570526123,34.33519697189331,15.026264429092407,6.379210373955208
1.2007488131038542,0.609171974522293,73.45195865631104,48.65285778045654,8.93967318534851,3.335210084915161,35.501264572143555,16.492411136627197,6.625252538372933
1.216213279381031,0.6104458598726115,70.33681964874268,50.652427434921265,9.606365442276001,3.463131904602051,33.88812208175659,17.65383791923523,6.865652143621205
1.1259552574739224,0.6323566878980892,70.94436407089233,48.45290470123291,9.440901756286621,3.505831480026245,33.660696268081665,14.97352123260498,7.1008929132202105
1.1852073182420033,0.6242038216560509,62.938085079193115,46.88541913032532,9.46729826927185,3.2180490493774414,33.26010799407959,14.091507911682129,7.331392835946339
1.0510011417109792,0.6611464968152866,69.78970527648926,50.13449144363403,9.341782093048096,3.459524154663086,33.31812381744385,17.836695671081543,7.557516057362912
