loss,acc,time_local_train,time_calc_mask,time_agg_mask,time_agg_update,time_enc,time_dec,eps
2.433822153060417,0.10802547770700636,53.976731300354004,60.50350832939148,5.623302698135376,2.6497833728790283,24.391223192214966,10.403772354125977,2.994256254171349
2.4042468230898786,0.19210191082802547,59.94374680519104,51.67968249320984,9.694046258926392,3.9709582328796387,37.92019772529602,13.446875095367432,4.725081745888913
1.8932169215465948,0.33375796178343947,59.85197925567627,43.45225977897644,5.699132919311523,2.608098030090332,29.67479372024536,10.370455026626587,6.387899041200089
1.8684080688934015,0.3559235668789809,59.10986661911011,48.22260355949402,5.7185375690460205,3.7659757137298584,30.794209003448486,12.051130771636963,8.118907408119126
1.6460939321091506,0.4512101910828025,58.16537523269653,42.673487424850464,9.328147649765015,3.845165967941284,34.91803479194641,11.884854793548584,9.98984260527231
1.441981255038967,0.5253503184713376,57.640350341796875,43.535523891448975,5.4335479736328125,2.7102272510528564,25.822763681411743,8.384282350540161,12.057216084588404
1.463193851757825,0.5166878980891719,57.697749853134155,44.14994239807129,5.422876358032227,2.808274745941162,23.9102680683136,7.750383615493774,14.375617050646273
1.3694789685854099,0.5538853503184713,57.292195320129395,42.887102127075195,5.557255029678345,2.719268321990967,25.657269954681396,7.3800294399261475,17.003513005606305
1.2909594146701378,0.5773248407643312,57.38370442390442,43.531092405319214,5.399959087371826,2.581244468688965,23.354695081710815,7.648442268371582,20.006915014743637
1.1756139644762365,0.6244585987261146,58.67790412902832,47.527804136276245,9.760702848434448,2.7629737854003906,31.823549032211304,7.663931846618652,23.462469685931097
1.2455051274803597,0.6028025477707006,58.07501578330994,45.58667802810669,5.599720001220703,2.5903003215789795,25.73020625114441,7.708601236343384,27.460592884642004
1.0913927870068123,0.643312101910828,58.61561918258667,46.79818153381348,5.414774179458618,2.595595359802246,23.242315530776978,7.999767780303955,32.10897112108732
1.0628621912584073,0.6588535031847134,57.42565679550171,44.75690531730652,5.445096492767334,3.113020658493042,24.787734985351562,8.309307336807251,37.536664849826195
1.0236976934157735,0.6644585987261147,58.650240421295166,45.57006859779358,5.4939210414886475,2.8621273040771484,24.447206497192383,8.055070161819458,43.899029350379365
0.9853184022069946,0.6815286624203821,58.432424545288086,44.517223596572876,9.256484031677246,3.8321139812469482,34.62913751602173,10.175715684890747,51.38368414800621
0.9965307475105534,0.6789808917197452,59.20764470100403,45.45334267616272,5.811587572097778,2.799384117126465,26.196619033813477,7.621151685714722,60.21779778556283
0.9891743140249718,0.682547770700637,58.481871604919434,48.3498694896698,7.019775152206421,3.397904634475708,29.933234453201294,9.809332132339478,70.67700714510086
0.9041335871064566,0.7154140127388535,56.93780827522278,43.127875328063965,5.778706789016724,2.591285228729248,24.133681774139404,7.7020158767700195,83.09635932370225
0.9054263539430571,0.7080254777070064,57.962103605270386,43.564685106277466,9.293222665786743,2.6518330574035645,29.000116109848022,7.676360607147217,97.88375121202783
0.9315674949467667,0.7031847133757961,57.86710023880005,41.51881551742554,5.660021543502808,3.9181699752807617,31.695245265960693,7.637401342391968,115.53645071935918
