loss,acc,time
2.44588701793561,0.1,130.1822898387909
2.335073013275195,0.1128,139.52301168441772
1.7660199095265934,0.3086,127.74682140350342
1.5560287758946039,0.3968,135.9993577003479
1.3575866269989136,0.5071,130.09165811538696
1.194378001621356,0.5868,132.37123370170593
1.062191438941529,0.6295,133.89818120002747
1.0098684170185186,0.6617,128.46710896492004
0.9151075278608182,0.6929,138.13178825378418
0.8551677725376031,0.7172,124.63468074798584
0.8206084494392711,0.7325,138.5533962249756
0.8165450603626787,0.7428,126.91695094108582
0.7953174395111803,0.7489,128.81564593315125
0.7994839457658153,0.7615,133.52918434143066
0.7780225439764821,0.7644,128.23200821876526
0.7974611715958141,0.7713,133.98210549354553
0.813680572726856,0.7702,129.20826721191406
0.7907160246810212,0.7779,131.10038208961487
0.7773351655505336,0.7803,135.95625519752502
0.7975628393621871,0.7835,132.15111875534058
