conv1.weight,bn1.weight,bn1.bias,bn1.running_mean,bn1.running_var,bn1.num_batches_tracked,layer1.0.conv1.weight,layer1.0.bn1.weight,layer1.0.bn1.bias,layer1.0.bn1.running_mean,layer1.0.bn1.running_var,layer1.0.bn1.num_batches_tracked,layer1.0.conv2.weight,layer1.0.bn2.weight,layer1.0.bn2.bias,layer1.0.bn2.running_mean,layer1.0.bn2.running_var,layer1.0.bn2.num_batches_tracked,layer1.1.conv1.weight,layer1.1.bn1.weight,layer1.1.bn1.bias,layer1.1.bn1.running_mean,layer1.1.bn1.running_var,layer1.1.bn1.num_batches_tracked,layer1.1.conv2.weight,layer1.1.bn2.weight,layer1.1.bn2.bias,layer1.1.bn2.running_mean,layer1.1.bn2.running_var,layer1.1.bn2.num_batches_tracked,layer2.0.conv1.weight,layer2.0.bn1.weight,layer2.0.bn1.bias,layer2.0.bn1.running_mean,layer2.0.bn1.running_var,layer2.0.bn1.num_batches_tracked,layer2.0.conv2.weight,layer2.0.bn2.weight,layer2.0.bn2.bias,layer2.0.bn2.running_mean,layer2.0.bn2.running_var,layer2.0.bn2.num_batches_tracked,layer2.0.downsample.0.weight,layer2.0.downsample.1.weight,layer2.0.downsample.1.bias,layer2.0.downsample.1.running_mean,layer2.0.downsample.1.running_var,layer2.0.downsample.1.num_batches_tracked,layer2.1.conv1.weight,layer2.1.bn1.weight,layer2.1.bn1.bias,layer2.1.bn1.running_mean,layer2.1.bn1.running_var,layer2.1.bn1.num_batches_tracked,layer2.1.conv2.weight,layer2.1.bn2.weight,layer2.1.bn2.bias,layer2.1.bn2.running_mean,layer2.1.bn2.running_var,layer2.1.bn2.num_batches_tracked,layer3.0.conv1.weight,layer3.0.bn1.weight,layer3.0.bn1.bias,layer3.0.bn1.running_mean,layer3.0.bn1.running_var,layer3.0.bn1.num_batches_tracked,layer3.0.conv2.weight,layer3.0.bn2.weight,layer3.0.bn2.bias,layer3.0.bn2.running_mean,layer3.0.bn2.running_var,layer3.0.bn2.num_batches_tracked,layer3.0.downsample.0.weight,layer3.0.downsample.1.weight,layer3.0.downsample.1.bias,layer3.0.downsample.1.running_mean,layer3.0.downsample.1.running_var,layer3.0.downsample.1.num_batches_tracked,layer3.1.conv1.weight,layer3.1.bn1.weight,layer3.1.bn1.bias,layer3.1.bn1.running_mean,layer3.1.bn1.running_var,layer3.1.bn1.num_batches_tracked,layer3.1.conv2.weight,layer3.1.bn2.weight,layer3.1.bn2.bias,layer3.1.bn2.running_mean,layer3.1.bn2.running_var,layer3.1.bn2.num_batches_tracked,layer4.0.conv1.weight,layer4.0.bn1.weight,layer4.0.bn1.bias,layer4.0.bn1.running_mean,layer4.0.bn1.running_var,layer4.0.bn1.num_batches_tracked,layer4.0.conv2.weight,layer4.0.bn2.weight,layer4.0.bn2.bias,layer4.0.bn2.running_mean,layer4.0.bn2.running_var,layer4.0.bn2.num_batches_tracked,layer4.0.downsample.0.weight,layer4.0.downsample.1.weight,layer4.0.downsample.1.bias,layer4.0.downsample.1.running_mean,layer4.0.downsample.1.running_var,layer4.0.downsample.1.num_batches_tracked,layer4.1.conv1.weight,layer4.1.bn1.weight,layer4.1.bn1.bias,layer4.1.bn1.running_mean,layer4.1.bn1.running_var,layer4.1.bn1.num_batches_tracked,layer4.1.conv2.weight,layer4.1.bn2.weight,layer4.1.bn2.bias,layer4.1.bn2.running_mean,layer4.1.bn2.running_var,layer4.1.bn2.num_batches_tracked,fc.weight,fc.bias
3.6663405895233154,8.074559211730957,0.16195785999298096,0.6898046731948853,19.383790969848633,539.0,11.498958587646484,8.000762939453125,0.09788863360881805,9.353028297424316,16.295011520385742,539.0,11.435050010681152,7.956191062927246,0.06395761668682098,6.148260116577148,10.452916145324707,539.0,11.334391593933105,8.000411987304688,0.05158306285738945,10.485193252563477,26.58003044128418,539.0,11.349705696105957,7.970665454864502,0.03390619158744812,4.630589008331299,9.746809005737305,539.0,11.39094352722168,11.313916206359863,0.04226122796535492,14.88974380493164,30.967514038085938,539.0,16.053186416625977,11.299489974975586,0.04189976304769516,6.027624130249023,13.072504043579102,539.0,11.244640350341797,11.343273162841797,0.04189976304769516,11.707390785217285,21.141986846923828,539.0,16.064653396606445,11.31385326385498,0.03359975665807724,8.954408645629883,27.47690200805664,539.0,16.007991790771484,11.29891586303711,0.026613127440214157,6.1245012283325195,12.572672843933105,539.0,16.05568504333496,16.000072479248047,0.03263652324676514,14.442193031311035,35.486881256103516,539.0,22.65407371520996,16.000911712646484,0.03874078765511513,9.545287132263184,20.354982376098633,539.0,15.97201156616211,16.002586364746094,0.03874078765511513,13.05717945098877,27.44413948059082,539.0,22.64640235900879,16.000062942504883,0.029225748032331467,13.811370849609375,46.98418426513672,539.0,22.656940460205078,15.996776580810547,0.0301088634878397,10.223906517028809,25.843486785888672,539.0,22.694259643554688,22.627452850341797,0.033599335700273514,25.994033813476562,83.85269927978516,539.0,32.0428352355957,22.446134567260742,0.36030951142311096,18.19890022277832,61.17911148071289,539.0,22.58092498779297,22.467336654663086,0.36030951142311096,21.4351749420166,65.6812515258789,539.0,32.05161666870117,22.62746810913086,0.03527388721704483,12.115002632141113,25.47537612915039,539.0,32.03743362426758,22.330699920654297,0.646125853061676,15.904123306274414,37.48151397705078,539.0,2.6802642345428467,0.09522330015897751
