loss,acc,time_local_train,time_calc_mask,time_agg_mask,time_agg_update,time_enc,time_dec
1.0029490872295078e19,0.10726114649681529,110.07966709136963,122.2221109867096,15.69844126701355,3.7170965671539307,46.612409830093384,39.65963435173035
37.010724137832476,0.1067515923566879,122.95794296264648,87.94877076148987,14.403813362121582,3.1178054809570312,50.60540008544922,29.41722536087036
5.450272855719899,0.12254777070063694,121.1210720539093,88.85052633285522,15.802641153335571,3.718222141265869,47.87586998939514,30.505460739135742
3.584552449908683,0.12687898089171976,119.6774799823761,89.73570537567139,16.21428418159485,3.874603748321533,45.56315994262695,29.720474004745483
2.8865642261698965,0.1954140127388535,117.61103177070618,86.07089257240295,17.87778949737549,3.994703769683838,46.76893186569214,29.382243156433105
3.075435113616106,0.1602547770700637,116.77202534675598,87.94461679458618,16.595192432403564,3.9140255451202393,51.25001859664917,30.049230575561523
3.1376319236871675,0.18114649681528663,117.55315041542053,87.46415996551514,15.907312393188477,2.8156657218933105,45.42847919464111,28.556406497955322
2.8886080725890833,0.14496815286624204,118.18591499328613,86.87562990188599,14.681339979171753,3.141925096511841,43.335904121398926,25.072520971298218
2.354424632661711,0.2743949044585987,112.62037253379822,84.07683682441711,14.360640287399292,3.1389071941375732,38.94566321372986,22.155582189559937
2.1668699916785323,0.32,113.29237699508667,83.03684043884277,14.46774673461914,3.0213329792022705,35.44513249397278,22.032885313034058
2.3205774944972215,0.2929936305732484,115.72796034812927,88.93802857398987,16.862105131149292,3.473461151123047,43.2138512134552,25.732391595840454
1.8071202354702522,0.3943949044585987,106.09585690498352,89.20378875732422,17.87339186668396,2.960954189300537,42.9566068649292,24.244413137435913
1.7834981108099464,0.3819108280254777,107.51664710044861,81.35229206085205,15.539057731628418,2.54561448097229,38.18023228645325,23.066930055618286
1.7929012792381813,0.4175796178343949,104.72454285621643,76.97777271270752,17.23369026184082,3.243065595626831,42.66632437705994,20.696681022644043
2.090872116205169,0.3564331210191083,103.00245094299316,81.20049715042114,16.309638261795044,3.415687084197998,43.58013033866882,23.749595403671265
2.0118122236515448,0.3459872611464968,110.01829814910889,85.38409423828125,13.594777822494507,3.1865928173065186,38.099671602249146,23.84797954559326
1.5850577960169412,0.4848407643312102,107.5153694152832,80.54268336296082,16.02924346923828,4.081777095794678,42.94627499580383,21.2334041595459
1.6790284902099673,0.4214012738853503,102.54063177108765,76.53026676177979,16.635364055633545,3.2173163890838623,43.470829010009766,25.188644886016846
1.6410672674334146,0.45554140127388537,103.06404089927673,81.343501329422,14.92466425895691,3.167027235031128,43.30768871307373,26.195188283920288
1.7050997920152617,0.4438216560509554,111.47328281402588,84.50575971603394,15.611142635345459,3.4187283515930176,37.113940477371216,23.91602110862732
