loss,acc,time_local_train,time_calc_mask,time_agg_mask,time_agg_update,time_enc,time_dec
406402496215622.75,0.09910828025477707,46.998481035232544,42.69010019302368,5.04583215713501,2.337097644805908,20.483861684799194,6.963068008422852
16.60763816792533,0.09910828025477707,50.43044137954712,37.32960772514343,5.159821510314941,2.4473867416381836,23.328006744384766,6.940129995346069
3.90154252110458,0.11414012738853503,50.6411030292511,39.40780830383301,5.0504231452941895,2.42671799659729,21.1232807636261,6.872425317764282
3.1561704539671176,0.11184713375796178,50.74208617210388,38.92211842536926,4.999479532241821,2.4275975227355957,21.151129484176636,6.864701747894287
2.5129041216237757,0.19898089171974523,49.98651432991028,38.597312927246094,5.055276393890381,2.438405752182007,22.52016544342041,6.866590738296509
2.3959766689354813,0.25477707006369427,46.574273109436035,36.00137639045715,5.0220513343811035,2.4358224868774414,21.343017578125,6.888712644577026
2.0379896328701235,0.32687898089171974,51.218276500701904,39.50502109527588,4.983977556228638,2.413465976715088,21.570698976516724,6.857825040817261
2.1425712486592734,0.3131210191082803,50.023921728134155,37.86525058746338,4.987920522689819,2.4316070079803467,22.023306369781494,6.858768463134766
1.7661367184747525,0.3900636942675159,48.096073627471924,37.586283922195435,5.0520360469818115,2.432128429412842,22.217057466506958,6.865149021148682
1.8471966729900702,0.3742675159235669,50.5089430809021,38.90470576286316,4.991355657577515,2.4240057468414307,21.049516201019287,6.817173957824707
1.7795356419997486,0.4081528662420382,49.07561254501343,35.319445848464966,5.171400308609009,2.4285342693328857,21.441503286361694,6.832641839981079
1.638144444159376,0.4619108280254777,49.61587452888489,37.31377935409546,5.135746479034424,2.419628620147705,21.686563968658447,6.832176685333252
1.6182628557449434,0.46420382165605095,51.2228627204895,38.335593700408936,4.989402532577515,2.4190969467163086,22.59016227722168,6.800446033477783
1.5865963864617232,0.4817834394904459,49.415428161621094,36.20078778266907,5.008991718292236,2.447650194168091,22.263298988342285,6.827929258346558
1.5010213728358106,0.5095541401273885,50.32671403884888,38.914313316345215,5.021103858947754,2.4323928356170654,21.09079074859619,6.834212303161621
1.527031969248764,0.5024203821656051,50.11135911941528,38.82313942909241,5.022130727767944,2.4177658557891846,21.060492277145386,6.8013691902160645
1.4139400105166242,0.5464968152866242,48.89992117881775,37.599907875061035,4.9519360065460205,2.4101080894470215,20.74085235595703,6.796595573425293
1.4357092814232275,0.5345222929936305,51.49649453163147,39.86558508872986,5.231489181518555,2.4063286781311035,21.27348041534424,6.794466733932495
1.4311011874578832,0.5230573248407643,55.44742679595947,41.15211486816406,6.9405646324157715,3.546462297439575,32.306073904037476,9.690424919128418
1.508916825782962,0.49910828025477705,68.27175188064575,47.28446936607361,7.21638560295105,3.496079921722412,30.174652338027954,11.468437671661377
